instance_type,instance_seed,utility,method,K,evaluated_objective,history_last,history_min_delta,runtime_sec,planning_calls,objective_evaluations,line_search_tolerance,initial_distribution_residual,flow_residual,max_flow_residual,layer_mass_error,min_occupancy
gridworld,1000,soft,FW K=5,5,11.070615595586263,11.070615595586263,0.014008275185590335,0.031870100006926805,5,182,1e-08,0.0,1.1102230246251565e-16,1.1102230246251565e-16,8.881784197001252e-16,0.0
gridworld,1000,soft,FW K=10,10,11.121503755176546,11.121503755176546,0.0030746234483824963,0.06291199999395758,10,407,1e-08,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,0.0
gridworld,1000,soft,FW K=20,20,11.149515982829074,11.149515982829074,0.0006425559555545135,0.1228228000109084,20,857,1e-08,0.0,2.220446049250313e-16,2.220446049250313e-16,7.771561172376096e-16,0.0
gridworld,1000,soft,FW K=40,40,11.158922020784475,11.158922020784475,6.715930484091359e-05,0.24929649999830872,40,1757,1e-08,0.0,5.551115123125783e-16,5.551115123125783e-16,8.881784197001252e-16,0.0
gridworld,1000,log,FW K=5,5,16.02039742873433,16.02039742873433,0.01768857957154779,0.02887350000673905,5,182,1e-08,0.0,1.1102230246251565e-16,1.1102230246251565e-16,7.771561172376096e-16,0.0
gridworld,1000,log,FW K=10,10,16.049171340095093,16.049171340095093,0.0011727693774012948,0.05852000002050772,10,407,1e-08,0.0,2.220446049250313e-16,2.220446049250313e-16,7.771561172376096e-16,0.0
gridworld,1000,log,FW K=20,20,16.062089403033962,16.062089403033962,0.0002829709336502617,0.12588579999282956,20,857,1e-08,0.0,3.3306690738754696e-16,3.3306690738754696e-16,6.661338147750939e-16,0.0
gridworld,1000,log,FW K=40,40,16.07155389409885,16.07155389409885,0.00022487914062097047,0.2551924000144936,40,1757,1e-08,0.0,4.440892098500626e-16,4.440892098500626e-16,6.661338147750939e-16,0.0
