utility,K,G_mean,G_std,runtime_mean,runtime_std
log,5,13.558994011191606,0.3515727021918709,0.01004975000396371,0.0031204778599572785
log,10,13.827755179243672,0.2250813314130627,0.021540780004579575,0.005693040873684305
log,20,13.906820730125565,0.20171769841610301,0.03956215000362136,0.007797278829991502
log,40,13.930342187474281,0.19441302875375224,0.07519437000155449,0.007158986040839859
soft,5,7.780977425122162,0.08687482665358237,0.00815701000392437,0.0014052109646431378
soft,10,7.880740658349273,0.02922722428032591,0.01701859000022523,0.003536451446348695
soft,20,7.91098442425947,0.01743195696189324,0.03767850999138318,0.005208673743365092
soft,40,7.917210742854117,0.015737681258304947,0.07419367999536916,0.011123129919624613
